native_exec_time,mt1_exec_time,mt2_exec_time,mt1_overhead,mt2_overhead
28821,36110,30019,25.2906,4.15669
31861,66049,36101,107.304,13.3078
90936,86205,70695,-5.20256,-22.2585
250680,310483,247169,23.8563,-1.40059
72116,106719,81393,47.9824,12.864
137948,173502,145387,25.7735,5.39261
69760,90343,71171,29.5054,2.02265
94969,124084,95298,30.6574,0.346429
27305,33744,28097,23.5818,2.90057
26721,34755,27119,30.0662,1.48947
34445,46637,38040,35.3956,10.4369
37084,44548,42411,20.1273,14.3647
279987,353966,282759,26.4223,0.990046
168167,217965,170317,29.6122,1.27849
103349,129896,100741,25.6868,-2.52349
249688,322707,248266,29.2441,-0.569511
249971,313958,248228,25.5978,-0.697281
85148,95691,66332,12.382,-22.098
63003,81571,66723,29.4716,5.90448
110998,165392,110592,49.0045,-0.365772
109931,140056,114908,27.4036,4.52739
211180,276463,220910,30.9134,4.60744
28180,40274,32355,42.917,14.8155
108118,157607,114752,45.7731,6.13589
104468,136270,116844,30.4419,11.8467
192455,251906,189178,30.8909,-1.70274
83850,104289,79581,24.3757,-5.09123
260754,351477,305955,34.7926,17.3347
224304,288880,229759,28.7895,2.43197
169870,176138,139987,3.68988,-17.5917
271273,353329,287791,30.2485,6.08907
180605,225087,179478,24.6294,-0.624014
128509,173133,136155,34.7244,5.94978
182707,239376,186020,31.0163,1.81329
293266,373187,275322,27.2521,-6.11868
152461,197236,143028,29.3682,-6.18716
136006,176442,144639,29.731,6.34751
101108,126454,99447,25.0682,-1.6428
49645,58048,46616,16.9262,-6.10132
27280,41564,31820,52.3607,16.6422
30611,45208,28343,47.6855,-7.4091
31515,35764,27093,13.4825,-14.0314
91820,119437,95363,30.0773,3.85864
233749,304373,237498,30.2136,1.60386
244662,321531,257859,31.4184,5.39397
50200,63049,51016,25.5956,1.6255
65753,87050,68408,32.3894,4.03784
59605,82735,60769,38.8055,1.95286
59899,77688,60894,29.6983,1.66113
251382,341468,268439,35.8363,6.78529
209236,286212,213399,36.7891,1.98962
194138,231441,197153,19.2147,1.55302
42663,46646,35293,9.33596,-17.2749
34717,47785,38051,37.6415,9.60336
37972,48091,37957,26.6486,-0.0395028
58916,79458,63586,34.8666,7.92654
61473,77893,63812,26.7109,3.80492
243850,327135,257042,34.1542,5.40988
158853,196158,155536,23.484,-2.08809
135650,178897,138942,31.8813,2.42683
130196,164930,150999,26.6782,15.9782
220835,297661,238443,34.7889,7.97337
219637,295787,272149,34.6708,23.9085
179512,239911,194295,33.6462,8.2351
243932,346760,267755,42.1544,9.76625
167573,216528,179049,29.2141,6.84836
215200,303187,226077,40.8862,5.05437
51869,65065,48884,25.441,-5.75488
47806,61854,50891,29.3854,6.45316
29870,51262,41267,71.617,38.1553
27656,36647,30106,32.5101,8.85884
26454,35245,29474,33.2313,11.416
38686,48240,39604,24.6963,2.37295
41832,56409,42764,34.8465,2.22796
25330,32245,27184,27.2996,7.31938
24500,32355,26437,32.0612,7.90612
25293,32251,24494,27.5096,-3.15898
251249,323085,262582,28.5916,4.51066
99113,122152,109483,23.2452,10.4628
85316,118234,106229,38.5836,24.5124
68774,93107,74063,35.3811,7.69041
71758,96783,69812,34.8742,-2.71189
62607,85830,64396,37.0933,2.85751
240183,313337,248468,30.4576,3.44945
196221,267126,209467,36.1353,6.75055
136173,178522,145067,31.0994,6.5314
89680,121339,99257,35.3022,10.6791
27567,35520,27903,28.8497,1.21885
30411,51187,42275,68.3174,39.0122
276087,345760,280946,25.2359,1.75995
169891,196685,155581,15.7713,-8.42305
150989,195535,155953,29.5028,3.28766
68022,90176,68756,32.5689,1.07906
53444,70008,55364,30.9932,3.59255
257046,343405,264156,33.5967,2.76604
161205,197790,159093,22.6947,-1.31013
222830,289802,236256,30.0552,6.02522
116790,136454,108612,16.8371,-7.00231
71194,98094,78866,37.7841,10.7762
264035,357869,284695,35.5385,7.82472
173673,229186,183256,31.9641,5.51784
139874,182166,145977,30.2358,4.36321
260688,336890,281440,29.2311,7.96047
237237,313565,225479,32.1737,-4.95623
109959,141848,113109,29.0008,2.8647
88588,112272,93956,26.735,6.05951
126094,157292,132734,24.7419,5.26591
75965,97452,83522,28.2854,9.948
271597,330356,272004,21.6346,0.149854
174767,233361,174160,33.5269,-0.34732
147034,187000,171081,27.1815,16.3547
65659,82975,71418,26.3726,8.77107
215133,294246,230801,36.774,7.28294
181341,256367,194860,41.3729,7.45502
118524,173664,125906,46.5222,6.22827
39376,50408,45344,28.0171,15.1564
39790,56459,45758,41.8924,14.9987
108985,137987,114827,26.611,5.36037
234939,303185,231058,29.0484,-1.65192
234636,309356,255855,31.8451,9.04337
141223,188367,141833,33.3827,0.431941
66433,88285,68428,32.8933,3.00303
50927,66073,51962,29.7406,2.03232
220543,292043,230966,32.42,4.72606
215930,289247,228621,33.9541,5.87737
174231,230223,187136,32.1366,7.40683
67931,89830,69657,32.2371,2.54081
74102,99824,74725,34.7116,0.840733
246514,321514,265956,30.4242,7.88677
150940,190902,154665,26.4754,2.46787
135204,171841,131662,27.0976,-2.61974
130495,179204,133281,37.3263,2.13495
94539,126604,105046,33.9172,11.1139
103001,136031,101334,32.0676,-1.61843
273672,352507,280102,28.8064,2.34953
186721,234763,181114,25.7293,-3.00288
139373,182164,141030,30.7025,1.1889
88802,122042,95948,37.4316,8.04712
247196,305781,246047,23.6998,-0.464813
207840,280626,217991,35.0202,4.88405
114973,146003,122406,26.9889,6.465
119987,149165,123837,24.3176,3.20868
26657,42417,33219,59.1214,24.6164
25224,32832,27579,30.1618,9.33635
27267,32670,28183,19.8152,3.35937
198034,266143,214821,34.3926,8.47683
197783,257915,202069,30.403,2.16702
150933,208167,183680,37.9201,21.6964
273733,355195,280252,29.7597,2.38152
26108,31908,25423,22.2154,-2.62372
25483,32234,26257,26.4922,3.03732
226145,321534,241615,42.1805,6.84074
116431,153306,116260,31.6711,-0.146868
89636,119261,98220,33.0503,9.57651
96974,126642,107140,30.5938,10.4832
301049,377198,292544,25.2946,-2.82512
248742,314191,261157,26.312,4.99112
92408,121348,95732,31.3176,3.59709
67927,99914,69568,47.0903,2.41583
245705,326938,252764,33.0612,2.87296
199814,273636,216884,36.9454,8.54294
130384,168845,134706,29.4983,3.31482
116039,149229,122131,28.6025,5.24996
110406,139469,107709,26.3238,-2.4428
269000,340263,281278,26.4918,4.56431
246625,313623,261046,27.1659,5.84734
93134,112184,91703,20.4544,-1.5365
119042,147165,121563,23.6244,2.11774
32324,42236,33152,30.6645,2.56156
214516,281468,230158,31.2107,7.29176
217313,288546,226935,32.779,4.42771
199316,257973,204732,29.4291,2.71729
279671,344578,275950,23.2083,-1.33049
164769,220018,176998,33.5312,7.42191
233049,308465,241520,32.3606,3.63486
140418,186475,144544,32.7999,2.93837
48471,60225,49987,24.2496,3.12764
219026,297611,245646,35.8793,12.1538
193891,249993,192027,28.9348,-0.961365
103182,139121,103661,34.8307,0.464228
169179,222101,172229,31.2817,1.80282
56457,67771,57363,20.04,1.60476
54489,66960,53442,22.8872,-1.92149
243831,316348,249076,29.7407,2.15108
219871,281207,228890,27.8964,4.10195
122396,163346,126018,33.457,2.95925
121615,157007,125859,29.1017,3.4897
132888,155469,111417,16.9925,-16.1572
272021,371184,270851,36.4542,-0.430114
181410,238492,197934,31.4657,9.10865
83211,104035,84662,25.0255,1.74376
266344,355893,274978,33.6216,3.24167
223185,295500,231959,32.4014,3.93127
206726,293639,209597,42.0426,1.38879
49770,64518,50588,29.6323,1.64356
49160,73304,50404,49.1131,2.53051
89389,125926,101237,40.8742,13.2544
25290,32740,26517,29.4583,4.85172
24912,33872,26406,35.9666,5.99711
242343,330162,250043,36.2375,3.17731
192703,255266,201942,32.466,4.79442
141322,180711,139188,27.8718,-1.51003
76402,101002,84593,32.1981,10.7209
29610,39171,29881,32.2898,0.915231
40622,54060,41880,33.0806,3.09684
44993,58097,43346,29.1245,-3.66057
209471,280726,231129,34.0166,10.3394
197779,255237,225517,29.0516,14.0247
109882,135114,115291,22.9628,4.92255
121698,159932,116449,31.4171,-4.31314
90932,126428,95755,39.0358,5.30396
26698,34298,25700,28.4666,-3.73811
26331,41038,25679,55.8543,-2.47617
202848,252955,195876,24.7017,-3.43706
149865,188793,156545,25.9754,4.45734
95113,138892,107121,46.0284,12.625
54059,68862,51485,27.383,-4.76146
48824,64926,52457,32.9797,7.44101
41125,53493,39960,30.0742,-2.83283
37089,53395,43602,43.9645,17.5605
246224,319523,247099,29.7692,0.355367
108293,145336,120646,34.2063,11.407
192170,275510,234652,43.3679,22.1065
108744,139385,106774,28.1772,-1.81159
238471,314879,250759,32.0408,5.15283
189316,247003,195285,30.4713,3.15293
146540,198723,157333,35.6101,7.36522
136531,180477,141017,32.1876,3.2857
41680,61874,47481,48.4501,13.9179
39803,54195,42703,36.1581,7.28588
216455,280091,231865,29.3992,7.11926
256222,337420,258260,31.6905,0.795404
113491,147816,126092,30.2447,11.1031
187794,226397,174595,20.556,-7.02845
230821,317349,257430,37.4871,11.528
173579,257507,238847,48.3515,37.6013
160835,213632,180355,32.8268,12.1367
51529,70113,53364,36.0651,3.5611
110651,145468,111027,31.4656,0.339807
109709,141460,111041,28.9411,1.21412
202619,255229,206412,25.965,1.87199
189752,242535,194549,27.8168,2.52804
88092,111129,89029,26.1511,1.06366
139407,177512,136137,27.3336,-2.34565
249345,346031,270812,38.776,8.60936
164623,214301,183441,30.1768,11.431
154016,200326,164750,30.0683,6.96941
53487,64134,56407,19.9058,5.45927
51015,67460,50930,32.2356,-0.166618
121394,168743,118199,39.0044,-2.63193
111801,144833,117097,29.5454,4.73699
196846,272527,209976,38.4468,6.67019
285535,404537,349672,41.6769,22.462
264760,336597,282310,27.1329,6.62864
224989,316990,248523,40.8913,10.4601
136730,204865,193400,49.8318,41.4466
110952,137967,110796,24.3484,-0.140601
40043,55845,37764,39.4626,-5.69138
58763,73296,57226,24.7315,-2.61559
60607,82892,62070,36.7697,2.41391
80771,101622,94504,25.815,17.0024
260675,374111,269790,43.5163,3.49669
99856,120677,101311,20.851,1.4571
84390,113862,92336,34.9236,9.41581
64697,88815,69984,37.2784,8.17194
51828,73520,56515,41.8538,9.04337
72258,84846,68623,17.4209,-5.03058
66582,83823,67494,25.8944,1.36974
281447,371598,304127,32.0313,8.05836
198841,247334,197862,24.3878,-0.492353
84331,120007,96439,42.3047,14.3577
254914,326954,268875,28.2605,5.47675
236704,324147,245217,36.9419,3.59647
248946,290231,274389,16.5839,10.2203
140767,167363,142777,18.8936,1.42789
287127,342878,320838,19.4168,11.7408
206445,269981,240672,30.7762,16.5792
167031,213356,167596,27.7344,0.338261
52872,73010,67951,38.0882,28.5198
234380,308495,244523,31.6217,4.32759
144415,187104,153100,29.5599,6.01392
139417,185759,138224,33.2398,-0.855706
42200,60648,47341,43.7156,12.1825
47284,61384,50574,29.8198,6.95796
42642,53124,52218,24.5814,22.4567
43970,64085,47436,45.7471,7.88265
211897,275136,227173,29.8442,7.20916
233095,291093,246401,24.8817,5.7084
95496,112181,93037,17.4719,-2.57498
104158,135034,109336,29.6434,4.97129
254486,328627,258105,29.1336,1.42208
254393,317059,240172,24.6335,-5.59017
197563,259938,215422,31.5722,9.03965
57478,78465,65356,36.5131,13.7061
106522,136228,117862,27.8872,10.6457
80712,104536,92702,29.5173,14.8553
206199,271056,220730,31.4536,7.04708
164777,231131,188738,40.269,14.5415
65313,84042,65783,28.6758,0.719612
111415,139541,107222,25.2444,-3.76341
154452,192286,151416,24.4956,-1.96566
259970,327658,253297,26.0369,-2.56683
223166,294275,240470,31.8637,7.75387
130009,186312,142082,43.307,9.28628
105285,136085,108203,29.2539,2.77152
46103,56607,46853,22.7838,1.62679
256870,340221,277137,32.4487,7.88998
157857,198520,153893,25.7594,-2.51113
109499,137859,112720,25.8998,2.94158
76309,96367,74960,26.2852,-1.76781
80947,99883,73747,23.3931,-8.89471
117739,154025,128713,30.819,9.32062
235896,310792,249366,31.7496,5.71014
204083,272752,215953,33.6476,5.81626
112774,144668,114494,28.2813,1.52517
81126,107171,81786,32.1044,0.813549
243751,335302,257242,37.5592,5.53475
246458,319918,266801,29.8063,8.25414
162752,210531,172679,29.3569,6.09946
57506,74872,59846,30.1986,4.06914
57689,79762,62821,38.2621,8.89598
226641,296390,231223,30.7751,2.0217
197232,264002,215826,33.8535,9.42748
127418,193512,134636,51.8718,5.66482
26813,34408,27166,28.3258,1.31653
25946,37662,27572,45.1553,6.26686
30626,33831,26393,10.465,-13.8216
25738,33634,27686,30.6784,7.56858
350064,433067,416627,23.7108,19.0145
193254,278589,221608,44.1569,14.6719
143705,180979,176342,25.9379,22.7111
135147,146188,110788,8.16962,-18.0241
48646,64044,51320,31.6532,5.49685
51202,82597,52316,61.316,2.1757
295177,357682,291879,21.1754,-1.1173
178457,230990,185883,29.4373,4.16123
85773,117573,94210,37.0746,9.83643
102137,131304,102824,28.5567,0.672626
263215,383061,304139,45.5316,15.5477
261609,344719,297351,31.7688,13.6624
87296,93961,90850,7.63494,4.07121
73459,96344,78369,31.1534,6.684
122582,164006,133542,33.7929,8.94095
286336,367435,282526,28.323,-1.3306
182431,238724,194258,30.8571,6.483
63641,81778,69351,28.4989,8.9722
64353,79730,66420,23.8948,3.21197
171876,247000,170500,43.7083,-0.800577
57549,76124,59355,32.2768,3.1382
47626,66907,51983,40.4842,9.14836
47919,66735,53447,39.2663,11.5361
154135,201781,148564,30.9119,-3.61436
213500,282910,222493,32.5105,4.21218
121204,161196,131264,32.9956,8.30006
139366,171871,137126,23.3235,-1.60728
272663,358658,281565,31.5389,3.26484
156737,203342,178053,29.7345,13.5999
94099,134148,104203,42.5605,10.7376
77800,102856,80444,32.2057,3.39846
229035,316338,238831,38.1178,4.27708
232515,323183,254581,38.9945,9.49014
210137,277061,224296,31.8478,6.73799
81612,103739,86556,27.1124,6.05793
271304,392321,365172,44.6057,34.5988
201246,262514,218708,30.4443,8.67694
81095,112866,82488,39.1775,1.71774
138039,190851,160719,38.2588,16.4301
122041,162917,130472,33.4937,6.90833
43234,60729,61992,40.4658,43.3871
68438,82554,51030,20.626,-25.4362
213435,307286,322212,43.9717,50.9649
220338,288549,261508,30.9574,18.6849
77270,100558,72879,30.1385,-5.68267
95782,140815,140367,47.0161,46.5484
266770,342499,290991,28.3874,9.07936
218086,369764,241965,69.5496,10.9494
76516,106411,120350,39.0703,57.2874
66574,81126,68115,21.8584,2.31472
51401,66846,52044,30.0481,1.25095
333449,343359,296751,2.97197,-11.0056
141465,188878,143590,33.5157,1.50214
159003,205734,164563,29.39,3.49679
93125,123503,108362,32.6207,16.3619
320487,391238,309574,22.0761,-3.40513
157063,205777,158664,31.0156,1.01934
139175,190167,149471,36.6388,7.39788
72835,98228,77660,34.8637,6.62456
138197,152254,130386,10.1717,-5.65208
204803,276644,221500,35.0781,8.15271
203416,302864,219471,48.889,7.89269
101363,140327,104061,38.4401,2.66172
117220,117518,87778,0.254223,-25.1169
101351,125056,101285,23.389,-0.0651202
50756,68226,52430,34.4196,3.29813
62711,75388,61714,20.215,-1.58983
69486,91068,73269,31.0595,5.44426
243763,351251,355272,44.0953,45.7448
53501,70768,53520,32.2742,0.0355134
51255,86297,85775,68.368,67.3495
53131,67858,53354,27.7183,0.419717
45178,73549,41273,62.7983,-8.64359
39375,51246,41548,30.1486,5.51873
35103,53673,36690,52.9015,4.52098
37844,76137,50372,101.186,33.1043
276867,353017,281879,27.5042,1.81026
169462,225542,174930,33.093,3.22668
179412,232030,185772,29.328,3.54491
92091,121466,97116,31.8978,5.45656
64268,88252,64818,37.3187,0.855791
270305,358958,287449,32.7974,6.34246
131978,164656,144332,24.7602,9.36065
61604,87650,52909,42.2797,-14.1143
52417,75033,54584,43.1463,4.13415
29230,39217,36708,34.167,25.5833
31009,42088,31741,35.7283,2.3606
102468,135129,105581,31.8743,3.03802
80572,103077,82281,27.9315,2.12108
280091,374425,350939,33.6798,25.2946
139113,197158,158294,41.7251,13.7881
92942,139381,130410,49.9656,40.3133
156684,203770,149403,30.0516,-4.64693
277707,358998,273076,29.2722,-1.66758
122794,161859,126859,31.8134,3.31042
134996,175731,150391,30.175,11.404
91491,118899,96257,29.957,5.20926
35541,45485,38581,27.979,8.5535
37304,48635,35989,30.3748,-3.52509
57162,79876,60234,39.7362,5.3742
191066,245942,210831,28.721,10.3446
217938,305588,241769,40.2179,10.9348
161578,209163,170438,29.4502,5.48342
117092,152797,120026,30.4931,2.50572
245036,304113,249304,24.1095,1.74178
32340,43581,33727,34.7588,4.28881
150095,196423,150282,30.8658,0.124588
101648,134145,104991,31.9701,3.2888
118709,155251,125289,30.7828,5.54297
93431,124514,99478,33.2684,6.47216
248366,330957,255370,33.2537,2.82003
187948,244563,180180,30.1227,-4.13306
46478,66301,47820,42.6503,2.88739
56749,69160,48753,21.87,-14.0901
141081,183102,147929,29.785,4.85395
42004,57537,53320,36.9798,26.9403
48705,58658,47095,20.4353,-3.30562
261642,376807,284103,44.0163,8.58463
206813,280441,215915,35.6012,4.40108
140460,181889,145337,29.4952,3.47216
103168,137594,114622,33.3689,11.1023
70643,91287,72888,29.223,3.17795
64804,86427,64591,33.3668,-0.328683
63174,84943,65877,34.4588,4.27866
64429,83352,67642,29.3703,4.98688
180277,219551,183774,21.7854,1.93979
133236,166103,128726,24.6683,-3.38497
124697,160408,127613,28.6382,2.33847
55972,73110,58585,30.6189,4.66841
54819,73984,56750,34.9605,3.5225
83413,116298,91364,39.4243,9.53209
194453,250896,196866,29.0266,1.24092
201740,282424,233496,39.9941,15.7411
157645,226337,182205,43.5739,15.5793
59543,76674,61897,28.7708,3.95345
57812,72329,60531,25.1107,4.70318
254739,322591,250235,26.6359,-1.76808
139166,181676,143907,30.5463,3.40672
204244,262662,218021,28.6021,6.74536
105612,131265,100394,24.2899,-4.94073
293738,371575,276302,26.4988,-5.9359
237311,310605,259669,30.8852,9.42139
93264,118855,92000,27.4393,-1.35529
143043,183791,161055,28.4865,12.592
65320,78225,60573,19.7566,-7.2673
60936,90018,70365,47.7255,15.4736
256220,306102,248603,19.4684,-2.97284
136174,181191,160723,33.0584,18.0277
134479,172076,137069,27.9575,1.92595
96680,133080,101532,37.65,5.01862
27248,34917,29696,28.1452,8.98415
30221,42624,28844,41.041,-4.55643
275928,356087,280584,29.0507,1.6874
233061,303928,230210,30.4071,-1.22328
133892,178869,138225,33.592,3.23619
122864,161905,132032,31.7758,7.46191
55064,73348,64005,33.205,16.2375
204839,261081,209726,27.4567,2.38578
188396,245808,200774,30.4741,6.5702
106957,135864,103232,27.0267,-3.48271
38817,48496,40510,24.935,4.36149
37407,51853,39447,38.6184,5.45352
78120,97949,73174,25.3827,-6.33129
73654,93318,70965,26.6978,-3.65085
73186,93970,76025,28.3989,3.87916
244251,319613,251960,30.8543,3.15618
257295,301706,238504,17.2607,-7.30329
69930,99356,74971,42.0792,7.20864
280947,361151,291030,28.5477,3.58893
28336,35508,28669,25.3106,1.17518
27953,35380,33218,26.5696,18.8352
27618,35102,26912,27.0983,-2.5563
177881,232193,191045,30.5328,7.40045
